name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Ninjask,Tekkaninテッカニン,291,3,bug,flying,1,12.0,0.8,61,90,45,50,50,160,456,120.0,600000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Shedinja,Nukeninヌケニン,292,3,bug,ghost,1,1.2,0.8,1,90,45,30,30,40,236,45.0,600000,70,3840,0.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,0
Whismur,Gonyonyoゴニョニョ,293,3,normal,NT2,0,16.3,0.6,64,51,23,51,23,28,240,190.0,1059860,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Loudred,Dogohmbドゴーム,294,3,normal,NT2,0,40.5,1.0,84,71,43,71,43,48,360,120.0,1059860,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Exploud,Bakuongバクオング,295,3,normal,NT2,1,84.0,1.5,104,91,63,91,73,68,490,45.0,1059860,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Makuhita,Makunoshitaマクノシタ,296,3,fighting,NT2,0,86.4,1.0,72,60,30,20,30,25,237,180.0,1640000,70,5120,75.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Hariyama,Hariteyamaハリテヤマ,297,3,fighting,NT2,1,253.8,2.3,144,120,60,40,60,50,474,200.0,1640000,70,5120,75.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Azurill,Ruririルリリ,298,3,normal,fairy,0,2.0,0.2,50,20,40,20,40,20,190,150.0,800000,70,2560,24.6,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Nosepass,Nosepassノズパス,299,3,rock,NT2,0,97.0,1.0,30,45,135,45,90,30,375,255.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Skitty,Enecoエネコ,300,3,normal,NT2,0,11.0,0.6,50,45,45,35,35,50,260,255.0,800000,70,3840,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Delcatty,Enekororoエネコロロ,301,3,normal,NT2,1,32.6,1.1,70,65,65,55,55,90,400,60.0,800000,70,3840,24.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Sableye,Yamiramiヤミラミ,302,3,dark,ghost,1,11.0,0.5,50,75,75,65,65,50,380,45.0,1059860,35,6400,50.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0
Mawile,Kucheatクチート,303,3,steel,fairy,1,11.5,0.6,50,85,85,55,55,50,380,45.0,800000,70,5120,50.0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0
Aron,Cokodoraココドラ,304,3,steel,rock,0,60.0,0.4,50,70,100,40,40,30,330,180.0,1250000,35,8960,50.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Lairon,Kodoraコドラ,305,3,steel,rock,0,120.0,0.9,60,90,140,50,50,40,430,90.0,1250000,35,8960,50.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Aggron,Bossgodoraボスゴドラ,306,3,steel,rock,1,360.0,2.1,70,110,180,60,60,50,530,45.0,1250000,35,8960,50.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0
Meditite,Asananアサナン,307,3,fighting,psychic,0,11.2,0.6,30,40,55,40,55,60,280,180.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0
Medicham,Charemチャーレム,308,3,fighting,psychic,1,31.5,1.3,60,60,75,60,75,80,410,90.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0
Electrike,Rakuraiラクライ,309,3,electric,NT2,0,15.2,0.6,40,45,40,65,40,65,295,120.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Manectric,Livoltライボルト,310,3,electric,NT2,1,40.2,1.5,70,75,60,105,60,105,475,45.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Plusle,Prasleプラスル,311,3,electric,NT2,1,4.2,0.4,60,50,40,85,75,95,405,200.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Minun,Minunマイナン,312,3,electric,NT2,1,4.2,0.4,60,40,50,75,85,95,405,200.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Volbeat,Barubeatバルビート,313,3,bug,NT2,1,17.7,0.7,65,73,75,47,85,85,430,150.0,600000,70,3840,100.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Illumise,Illumiseイルミーゼ,314,3,bug,NT2,1,17.7,0.6,65,47,75,73,85,85,430,150.0,1640000,70,3840,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Roselia,Roseliaロゼリア,315,3,grass,poison,0,2.0,0.3,50,60,45,100,80,65,400,150.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0
Gulpin,Gokulinゴクリン,316,3,poison,NT2,0,10.3,0.4,70,43,53,43,53,40,302,225.0,1640000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0
Swalot,Marunoomマルノーム,317,3,poison,NT2,1,80.0,1.7,100,73,83,73,83,55,467,75.0,1640000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0
Carvanha,Kibanhaキバニア,318,3,water,dark,0,20.8,0.8,45,90,20,65,20,65,305,225.0,1250000,35,5120,50.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0
Sharpedo,Samehaderサメハダー,319,3,water,dark,1,88.8,1.8,70,120,40,95,40,95,460,60.0,1250000,35,5120,50.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0
Wailmer,Hoerukoホエルコ,320,3,water,NT2,0,130.0,2.0,130,70,35,70,35,60,400,125.0,1640000,70,10240,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Wailord,Whalohホエルオー,321,3,water,NT2,1,398.0,14.5,170,90,45,90,45,60,500,60.0,1640000,70,10240,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Numel,Donmelドンメル,322,3,fire,ground,0,24.0,0.7,60,60,40,65,45,35,305,255.0,1000000,70,5120,50.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,0
Camerupt,Bakuudaバクーダ,323,3,fire,ground,1,220.0,1.9,70,100,70,105,75,40,460,150.0,1000000,70,5120,50.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,0
Torkoal,Cotoiseコータス,324,3,fire,NT2,1,80.4,0.5,70,85,140,85,70,20,470,90.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Spoink,Banebooバネブー,325,3,psychic,NT2,0,30.6,0.7,60,25,35,70,80,60,330,255.0,800000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Grumpig,Boopigブーピッグ,326,3,psychic,NT2,1,71.5,0.9,80,45,65,90,110,80,470,60.0,800000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Spinda,Patcheelパッチール,327,3,normal,NT2,1,5.0,1.1,60,60,60,60,60,60,360,255.0,800000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Trapinch,Nuckrarナックラー,328,3,ground,NT2,0,15.0,0.7,45,100,45,45,45,10,290,255.0,1059860,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Vibrava,Vibravaビブラーバ,329,3,ground,dragon,0,15.3,1.1,50,70,50,50,50,70,340,120.0,1059860,70,5120,50.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0
Flygon,Flygonフライゴン,330,3,ground,dragon,1,82.0,2.0,80,100,80,80,80,100,520,45.0,1059860,70,5120,50.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0
Cacnea,Saboneaサボネア,331,3,grass,NT2,0,51.3,0.4,50,85,40,85,40,35,335,190.0,1059860,35,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Cacturne,Noctusノクタス,332,3,grass,dark,1,77.4,1.3,70,115,60,115,60,55,475,60.0,1059860,35,5120,50.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0
Swablu,Tylttoチルット,333,3,normal,flying,0,1.2,0.4,45,40,60,40,75,50,310,255.0,600000,70,5120,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Altaria,Tyltalisチルタリス,334,3,dragon,flying,1,20.6,1.1,75,70,90,70,105,80,490,45.0,600000,70,5120,50.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0
Zangoose,Zangooseザングース,335,3,normal,NT2,1,40.3,1.3,73,115,60,60,60,90,458,90.0,600000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Seviper,Habunakeハブネーク,336,3,poison,NT2,1,52.5,2.7,73,100,60,100,60,65,458,90.0,1640000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0
Lunatone,Lunatoneルナトーン,337,3,rock,psychic,1,168.0,1.0,90,55,65,95,85,70,460,45.0,800000,70,6400,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0
Solrock,Solrockソルロック,338,3,rock,psychic,1,154.0,1.2,90,95,85,55,65,70,460,45.0,800000,70,6400,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0
Barboach,Dojoachドジョッチ,339,3,water,ground,0,1.9,0.4,50,48,43,46,41,60,288,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Whiscash,Namazunナマズン,340,3,water,ground,1,23.6,0.9,110,78,73,76,71,60,468,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0
Corphish,Heiganiヘイガニ,341,3,water,NT2,0,11.5,0.6,43,80,65,50,35,35,308,205.0,1640000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Crawdaunt,Shizarigerシザリガー,342,3,water,dark,1,32.8,1.1,63,120,85,90,55,55,468,155.0,1640000,70,3840,50.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0
Baltoy,Yajilonヤジロン,343,3,ground,psychic,0,21.5,0.5,40,40,55,40,70,55,300,255.0,1000000,70,5120,0.0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,0
Claydol,Nendollネンドール,344,3,ground,psychic,1,108.0,1.5,60,70,105,70,120,75,500,90.0,1000000,70,5120,0.0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,0
Lileep,Lilylaリリーラ,345,3,rock,grass,0,23.8,1.0,66,41,77,61,87,23,355,45.0,600000,70,7680,88.1,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0
Cradily,Yuradleユレイドル,346,3,rock,grass,1,60.4,1.5,86,81,97,81,107,43,495,45.0,600000,70,7680,88.1,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0
Anorith,Anopthアノプス,347,3,rock,bug,0,12.5,0.7,45,95,50,40,50,75,355,45.0,600000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Armaldo,Armaldoアーマルド,348,3,rock,bug,1,68.2,1.5,75,125,100,70,80,45,495,45.0,600000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0
Feebas,Hinbassヒンバス,349,3,water,NT2,0,7.4,0.6,20,15,20,10,55,80,200,255.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Milotic,Milokarossミロカロス,350,3,water,NT2,1,162.0,6.2,95,60,79,100,125,81,540,60.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Castform,Powalenポワルン,351,3,normal,NT2,1,0.8,0.3,70,70,70,70,70,70,420,45.0,1000000,70,6400,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Kecleon,Kakureonカクレオン,352,3,normal,NT2,1,22.0,1.0,60,90,70,60,120,40,440,200.0,1059860,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Shuppet,Kagebouzuカゲボウズ,353,3,ghost,NT2,0,2.3,0.6,44,75,35,63,33,45,295,225.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Banette,Juppetaジュペッタ,354,3,ghost,NT2,1,12.5,1.1,64,115,65,83,63,65,455,45.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Duskull,Yomawaruヨマワル,355,3,ghost,NT2,0,15.0,0.8,20,40,90,30,90,25,295,190.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Dusclops,Samayouruサマヨール,356,3,ghost,NT2,0,30.6,1.6,40,70,130,60,130,25,455,90.0,800000,35,6400,50.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0
Tropius,Tropiusトロピウス,357,3,grass,flying,1,100.0,2.0,99,68,83,72,87,51,460,200.0,1250000,70,6400,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Chimecho,Chireanチリーン,358,3,psychic,NT2,1,1.0,0.6,75,50,80,95,90,65,455,45.0,800000,70,6400,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Absol,Absolアブソル,359,3,dark,NT2,1,47.0,1.2,65,130,60,75,60,75,465,30.0,1059860,35,6400,50.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Wynaut,Sohnanoソーナノ,360,3,psychic,NT2,0,14.0,0.6,95,23,48,23,48,23,260,125.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Snorunt,Yukiwarashiユキワラシ,361,3,ice,NT2,0,16.8,0.7,50,50,50,50,50,50,300,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Glalie,Onigohriオニゴーリ,362,3,ice,NT2,1,256.5,1.5,80,80,80,80,80,80,480,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Spheal,Tamazarashiタマザラシ,363,3,ice,water,0,39.5,0.8,70,40,50,55,50,25,290,255.0,1059860,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0
Sealeo,Todogglerトドグラー,364,3,ice,water,0,87.6,1.1,90,60,70,75,70,45,410,120.0,1059860,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0
Walrein,Todoserugaトドゼルガ,365,3,ice,water,1,150.6,1.4,110,80,90,95,90,65,530,45.0,1059860,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0
Clamperl,Pearluluパールル,366,3,water,NT2,0,52.5,0.4,35,64,85,74,55,32,345,255.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Huntail,Huntailハンテール,367,3,water,NT2,1,27.0,1.7,55,104,105,94,75,52,485,60.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Gorebyss,Sakurabyssサクラビス,368,3,water,NT2,1,22.6,1.8,55,84,105,114,75,52,485,60.0,600000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Relicanth,Glanthジーランス,369,3,water,rock,1,23.4,1.0,100,90,130,45,65,55,485,25.0,1250000,70,10240,88.1,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Luvdisc,Lovecusラブカス,370,3,water,NT2,1,8.7,0.6,43,30,55,40,65,97,330,225.0,800000,70,5120,24.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Bagon,Tatsubayタツベイ,371,3,dragon,NT2,0,42.1,0.6,45,75,60,40,30,50,300,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Shelgon,Komoruuコモルー,372,3,dragon,NT2,0,110.5,1.1,65,95,100,60,50,50,420,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Salamence,Bohmanderボーマンダ,373,3,dragon,flying,1,102.6,1.5,95,135,80,110,80,100,600,45.0,1250000,35,10240,50.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0
Beldum,Dumbberダンバル,374,3,steel,psychic,0,95.2,0.6,40,55,80,35,60,30,300,3.0,1250000,35,10240,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0
Metang,Metangメタング,375,3,steel,psychic,0,202.5,1.2,60,75,100,55,80,50,420,3.0,1250000,35,10240,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0
Metagross,Metagrossメタグロス,376,3,steel,psychic,1,550.0,1.6,80,135,130,95,90,70,600,3.0,1250000,35,10240,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0
Regirock,Regirockレジロック,377,3,rock,NT2,1,230.0,1.7,80,100,200,50,100,50,580,3.0,1250000,35,20480,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1
Regice,Regiceレジアイス,378,3,ice,NT2,1,175.0,1.8,80,50,100,100,200,50,580,3.0,1250000,35,20480,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1
Registeel,Registeelレジスチル,379,3,steel,NT2,1,205.0,1.9,80,75,150,75,150,50,580,3.0,1250000,35,20480,0.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1
Latias,Latiasラティアス,380,3,dragon,psychic,1,40.0,1.4,80,80,90,110,130,110,600,3.0,1250000,90,30720,0.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1
Latios,Latiosラティオス,381,3,dragon,psychic,1,60.0,2.0,80,90,80,130,110,110,600,3.0,1250000,90,30720,100.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1
Kyogre,Kyogreカイオーガ,382,3,water,NT2,1,352.0,4.5,100,100,90,150,140,90,670,3.0,1250000,0,30720,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1
Groudon,Groudonグラードン,383,3,ground,NT2,1,950.0,3.5,100,150,140,100,90,90,670,3.0,1250000,0,30720,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1
Rayquaza,Rayquazaレックウザ,384,3,dragon,flying,1,206.5,7.0,105,150,90,150,90,95,680,45.0,1250000,0,30720,0.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,1
Jirachi,Jirachiジラーチ,385,3,steel,psychic,1,1.1,0.3,100,100,100,100,100,100,600,3.0,1250000,100,30720,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,1
Deoxys,Deoxysデオキシス,386,3,psychic,NT2,1,60.8,1.7,50,150,50,150,50,150,600,3.0,1250000,0,30720,0.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Turtwig,Naetleナエトル,387,4,grass,NT2,0,10.2,0.4,55,68,64,45,55,31,318,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
